X;Y;osm_id;type;name;operator;wheelchair;access;opening_hours;fee;supervised;for_everyone;for_child;for_women;for_men;drinking_water;toilets_disposal;toilets_position;paper_supplied;handwashing;changing_table;com_insee;com_nom
-0.983296;43.5512546005416;node/8393358768;toilettes_publiques;;Mairie de Labatut;no;yes;;no;;yes;;;;;;;;;no;"40132";Labatut
-0.983916;43.5469835005417;node/8393459615;toilettes_publiques;;;yes;yes;;no;;yes;;;;;;;;;no;"40132";Labatut
0.2313275;46.3210196002899;node/8400895212;toilettes_publiques;;;;;;;;;;;;;;;;;;"86082";Valence-en-Poitou
-1.0192271;45.6254997003966;node/840140043;toilettes_publiques;;;;;;;;;;;;;;;;;;"17306";Royan
-1.0660344;44.6432616004984;node/8401890790;toilettes_publiques;;;;;;;;;;;;;;;;;;"33199";Gujan-Mestras
-1.1231151;43.5504454005416;node/840425424;toilettes_erp;Carrefour Market;Carrefour;;;24/7;;;;;;;;;;;;;"40224";Peyrehorade
0.1547137;45.5852226004019;node/8405740817;toilettes_publiques;;;;;;;;;;;;;;;;;;"16418";Vœuil-et-Giget
-1.0565087;43.7246861005396;node/8412644783;toilettes_publiques;;;yes;;;;;;;;;;;;;;;"40279";Saint-Paul-lès-Dax
1.2341659;45.8405077003665;node/841675555;toilettes_erp;Station Hyper U;Système U;;;24/7;;;;;;;;;;;;;"87085";Limoges
-0.3821776;43.2988321005414;node/8421143483;toilettes_publiques;;;;;;;;;;;;;;;;;;"64445";Pau
-0.5770155;44.848242400482;node/842221835;toilettes_publiques;;;yes;;;no;;;;;;;;;;;;"33063";Bordeaux
-1.3229296;46.0004152003424;node/843106806;toilettes_publiques;;;no;;;no;;;;;;;;;;;;"17337";Saint-Georges-d'Oléron
-0.8253939;43.7982143005382;node/8431578582;toilettes_publiques;;;yes;yes;24/7;no;;yes;;;;;;;;;;"40018";Audon
-0.5908642;43.8648841005366;node/8432115853;toilettes_publiques;;;no;yes;;no;;yes;;;;;;;;yes;no;"40280";Saint-Perdon
-0.5924205;43.8633233005367;node/8432137071;toilettes_publiques;;;limited;yes;;no;;yes;;;;;;;;;no;"40280";Saint-Perdon
-0.5349414;43.8808147005362;node/8432213564;toilettes_publiques;;;yes;yes;;no;;;;;;yes;;;;yes;;"40281";Saint-Pierre-du-Mont
-0.446796;43.9409574005345;node/8434635830;toilettes_publiques;;;no;yes;;no;;yes;;;;yes;;;;yes;;"40250";Saint-Avit
-0.3599292;43.9719625005336;node/8434738794;toilettes_publiques;;;no;yes;;no;;yes;;;;;;;;;;"40050";Bostens
-0.3252157;43.9687679005337;node/8434764369;toilettes_publiques;;;limited;yes;;no;;yes;;;;;;;;;;"40234";Pouydesseaux
-0.4062854;43.8667951005366;node/8434845351;toilettes_publiques;;;;;;;;;;;;;;;;;;"40139";Laglorieuse
-0.5014271;43.8299472005375;node/8434920983;toilettes_publiques;;;yes;yes;;no;;yes;;;;yes;;;;yes;;"40037";Benquet
1.239434;44.6997575004941;node/8443039262;toilettes_publiques;;;;;;;;;;;;;;;;;;"24184";Florimont-Gaumier
-0.9741933;44.6378431004987;node/8443656955;toilettes_publiques;;;;;;;;;;;;;;;;;;"33051";Biganos
-0.6849511;43.6540242005406;node/8446095028;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"40253";Saint-Cricq-Chalosse
0.7012194;45.199482900448;node/8452432805;toilettes_publiques;;;;;;;;;;;;;;;;;;"24322";Périgueux
-0.2614981;43.7023479005399;node/8458033985;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"40001";Aire-sur-l'Adour
-0.8340588;43.5752113005414;node/8460568975;toilettes_publiques;;Mairie Tilh;yes;no;;no;;yes;;;;;flush;;;;no;"40316";Tilh
-0.9070921;43.6003051005412;node/8460907546;toilettes_publiques;;Mairie Estibeaux;yes;yes;;no;;yes;;;;;flush;;;;no;"40095";Estibeaux
0.8843847;46.693885200222;node/8464675746;toilettes_publiques;Toilettes publiques;;;yes;;;;;;;;;;;;;;"86004";Angles-sur-l'Anglin
0.8833733;46.6959008002216;node/8464676814;toilettes_publiques;;;;;;;;;;;;;;;;;;"86004";Angles-sur-l'Anglin
0.8836082;46.6955489002217;node/8464684434;toilettes_publiques;;;;;;;;;;;;;;;;;;"86004";Angles-sur-l'Anglin
-1.6996591;43.3626277005419;node/8467181317;toilettes_publiques;;;;;;;;;;;;;;;;;;"64545";Urrugne
-0.8463223;44.0160786005321;node/8467392017;toilettes_publiques;;;yes;;;no;;yes;;;;;;;;;yes;"40197";Morcenx-la-Nouvelle
-1.5395198;43.5019726005419;node/8476292948;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;seated;;yes;no;"64024";Anglet
-1.3290976;43.6924660005401;node/8479392057;toilettes_publiques;;;;;;;;;;;;;;;;;;"40317";Tosse
-1.3031325;43.7994903005382;node/8479416825;toilettes_publiques;;;;;;;;yes;;;;;flush;;;;;"40021";Azur
-0.7584247;43.7493113005392;node/8482918904;toilettes_publiques;France passion : Ferme du foie gras;Joël et Benoît Cabanne;;yes;;no;;;;;;;;;;;;"40201";Mugron
-1.0977381;44.3428335005175;node/8483094601;toilettes_publiques;;;;yes;;;;yes;;;;;flush;;;;;"40217";Parentis-en-Born
-1.6123474;43.425984500542;node/848440260;toilettes_publiques;;Ville de Guéthary;no;yes;;no;;yes;;;;yes;;;;;no;"64249";Guéthary
-1.5308623;43.4955623005419;node/8488467927;toilettes_publiques;;Commune d'Anglet;;yes;;no;no;yes;;;;;flush;;;;;"64024";Anglet
0.5114337;44.8534266004816;node/849496091;toilettes_erp;;Groupement des Mousquetaires;yes;;24/7;;;;;;;;;;;;;"24037";Bergerac
0.1876755;44.4049538005141;node/8497749150;toilettes_erp;Station Service E. Leclerc;;;;;;;;;;;;;;;;;"47159";Le Mas-d'Agenais
0.4866971;44.8530813004816;node/849776476;toilettes_publiques;;;;;;;;;;;;;;;;;;"24037";Bergerac
1.018082;44.9352962004743;node/849969885;toilettes_publiques;;;;;;;;;;;;;;;;;;"24172";Les Eyzies
-1.4417328;43.6628668005405;node/8500305078;toilettes_publiques;;;yes;;;no;;yes;;;;;;;;;;"40304";Soorts-Hossegor
-1.4265211;43.6586827005406;node/8500333343;toilettes_publiques;;;yes;;;;;yes;;;;;;;;;;"40304";Soorts-Hossegor
-1.4272802;43.6807383005403;node/8500334303;toilettes_publiques;;;yes;;;;;yes;;;;;;;;;;"40304";Soorts-Hossegor
-1.4262127;43.6600357005406;node/8500367330;toilettes_publiques;;;yes;;;;;yes;;;;;;;;;;"40304";Soorts-Hossegor
-1.0468565;45.622000100397;node/8500585753;toilettes_publiques;;;;;;;;;;;;;;;;;;"17306";Royan
0.7272667;46.4010042002759;node/850061335;toilettes_publiques;;;limited;;;no;;;;;;;;;;;;"86140";Lussac-les-Châteaux
0.7217896;46.4019283002757;node/850067996;toilettes_erp;Intermarché;;;;;;;;;;;;;;;;;"86140";Lussac-les-Châteaux
-0.5376903;46.8721738001871;node/8501508701;toilettes_publiques;;;yes;;;no;;;;;;;;;;;;"79049";Bressuire
-0.5384435;46.8756459001864;node/8501508702;toilettes_publiques;;;;;;;;;;;;;;;;;;"79049";Bressuire
-0.3172012;44.0334840005315;node/8503845316;toilettes_publiques;;;yes;;;;;yes;;;;;;;;;;"40245";Roquefort
-0.3765718;43.9776997005334;node/8503966585;toilettes_publiques;;;no;yes;;no;;yes;;;;;pitlatrine;;;;no;"40050";Bostens
-1.1212073;44.2408873005228;node/8507204586;toilettes_publiques;;;yes;;;;;yes;;;;;;;;;;"40229";Pontenx-les-Forges
-1.2065652;44.2213183005237;node/8507213931;toilettes_publiques;;;yes;;;;;yes;;;;;;;;;;"40019";Aureilhan
-1.1196541;44.2331394005232;node/8507216436;toilettes_publiques;;;yes;;;;;yes;;;;;;;;;;"40229";Pontenx-les-Forges
-0.931;43.5714032005415;node/8510046728;toilettes_publiques;;;no;yes;;no;;yes;;;;;flush;;;;;"40118";Habas
-1.4437678;43.6608619005405;node/8510617543;toilettes_publiques;;;yes;;;no;;;;;;;;;;;;"40304";Soorts-Hossegor
-1.4395925;43.6801026005403;node/8510642825;toilettes_publiques;;;;;;;;yes;;;;;;;;;;"40304";Soorts-Hossegor
-1.4415762;43.6710955005404;node/8510654117;toilettes_publiques;;;;;;;;yes;;;;;;;;;;"40304";Soorts-Hossegor
-0.8151213;43.7547643005391;node/8511408270;toilettes_publiques;;Mairie de Poyanne;yes;yes;24/7;no;;;;yes;yes;;flush;;;;;"40235";Poyanne
-1.3692951;43.5203521005418;node/8518377348;toilettes_publiques;;;yes;permissive;;;;yes;;;;;flush;;;;;"40273";Saint-Martin-de-Seignanx
-1.4521444;43.5686086005415;node/8521387377;toilettes_publiques;;;no;permissive;;;;yes;;;;;flush;;;;no;"40209";Ondres
-1.4893187;43.5513841005416;node/8524137640;toilettes_publiques;;;yes;permissive;"Mo-Fr 08:30-12:00,13:30-17:00";;;yes;;;;;flush;;;;no;"40312";Tarnos
-0.1408767;44.916649600476;node/8524692407;toilettes_publiques;;;;;;;;;;;;;;;;;;"33394";Saint-Émilion
-0.7358451;43.7540436005391;node/8524693130;toilettes_publiques;;Mairie de Nerbis;yes;yes;;;;;;yes;yes;;flush;;;;;"40204";Nerbis
-0.8701663;43.7317843005395;node/8524694314;toilettes_publiques;;Mairie de Gamarde-les-Bains;no;yes;;;;yes;;yes;yes;;flush;;;;;"40104";Gamarde-les-Bains
-0.8740684;43.7341184005394;node/8524709766;toilettes_publiques;;;no;yes;;;;;;yes;yes;;flush;;;;;"40104";Gamarde-les-Bains
-0.8745306;43.7328377005394;node/8524711298;toilettes_publiques;;;no;yes;;;;;;yes;yes;;flush;;;;;"40104";Gamarde-les-Bains
-0.7878151;43.7550197005391;node/8524711618;toilettes_publiques;;;no;yes;24/7;;;;;yes;yes;;flush;;;;;"40147";Laurède
-0.5904615;44.8118989004851;node/8526109831;toilettes_publiques;;;;;;;;;;;;;;;;;;"33522";Talence
-1.306933;45.9415000003515;node/8534150367;toilettes_publiques;;;;;;;;;;;;;;;;;;"17385";Saint-Pierre-d'Oléron
-0.9182412;44.2097972005243;node/8537130952;toilettes_publiques;;;yes;yes;;;;yes;;;;;flush;;;;;"40134";Labouheyre
-0.918807;44.2132035005241;node/8537146967;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"40134";Labouheyre
-0.8280682;44.4091014005138;node/8537150444;toilettes_publiques;;;limited;;;;;yes;;;;;;;;;;"40295";Saugnac-et-Muret
-0.7791678;44.3070235005195;node/8537157908;toilettes_publiques;;;limited;;;;;yes;;;;;;;;;;"40227";Pissos
-0.9927639;43.8920368005359;node/8544175778;toilettes_publiques;Toilettes publiques de Boos;;;yes;;no;;no;;;;;;;;;no;"40243";Rion-des-Landes
-0.6642243;44.8438209004824;node/8544849103;toilettes_publiques;;Ville de Mérignac;;yes;;no;;yes;;;;;;"seated;urinal";;;;"33281";Mérignac
-0.6872938;44.8040462004858;node/8549902230;toilettes_publiques;;;yes;yes;;no;;yes;;;;;;;;;no;"33318";Pessac
-1.4980054;43.5348194005417;node/8552908642;toilettes_publiques;;;no;permissive;;;;yes;;;;;;;;;no;"40312";Tarnos
-0.9609323;43.5864067005414;node/8553574726;toilettes_publiques;;Mairie de Misson;yes;yes;;;;yes;;;;;;;;;;"40186";Misson
-1.2233287;43.6902068005401;node/8553954543;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"40261";Saint-Geours-de-Maremne
-0.9963276;43.6049866005412;node/8554231997;toilettes_publiques;;Mairie de Pouillon;no;yes;;;;no;;;yes;;;;;no;;"40233";Pouillon
-0.6684576;44.9120218004764;node/855548644;toilettes_erp;Carrefour Market;;;;24/7;;;;;;;;;;;;;"33519";Le Taillan-Médoc
-1.1831558;44.2725609005212;node/8557163705;toilettes_publiques;;;yes;;;;;yes;;;;;;;;;;"40257";Sainte-Eulalie-en-Born
-1.1817999;44.3059474005195;node/8557179190;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"40257";Sainte-Eulalie-en-Born
-0.9966121;43.6060314005412;node/8557424838;toilettes_publiques;;;yes;yes;;no;;yes;;;;;;;;yes;;"40233";Pouillon
0.7655916;46.7374605002136;node/8558517926;toilettes_publiques;;;yes;;;no;;yes;;;;;;;;;;"86193";Pleumartin
-0.9086518;44.0328799005315;node/8559782017;toilettes_publiques;;;no;;;;;yes;;;;;;;;;;"40197";Morcenx-la-Nouvelle
-0.5512928;43.395263700542;node/8565750617;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"64061";Artix
-1.260351;43.1570349005397;node/8569062420;toilettes_publiques;;;;;;;;;;;;;;;;;;"64322";Lasse
-1.4383673;43.69761640054;node/8575552342;toilettes_publiques;;;yes;yes;;;;yes;;;;;flush;;;;;"40296";Seignosse
-1.3738476;43.6895505005402;node/8575565295;toilettes_publiques;;;yes;yes;;;;yes;;;;;flush;;;;;"40296";Seignosse
-1.4305265;43.7087118005399;node/8575581516;toilettes_publiques;;;yes;yes;;;;yes;;;;;flush;;;;;"40296";Seignosse
-1.4336731;43.7084505005399;node/8575587415;toilettes_publiques;;;yes;yes;;;;yes;;;;;flush;;;;;"40296";Seignosse
-1.4367231;43.69792750054;node/8575588406;toilettes_publiques;;;yes;yes;;;;yes;;;;;flush;;;;;"40296";Seignosse
-1.4316658;43.7234217005396;node/8575589121;toilettes_publiques;;;yes;yes;;;;yes;;;;;flush;;;;;"40296";Seignosse
-0.2527511;43.0900934005386;node/8575799049;toilettes_publiques;;;;yes;;;;yes;;;;;;;;;no;"64058";Arthez-d'Asson
-1.1656813;45.2680149004404;node/857680506;toilettes_publiques;;;no;;;no;;;;;;;;;;;;"33300";Naujac-sur-Mer
-0.5919134;43.6560049005406;node/8579461095;toilettes_publiques;;;yes;yes;;;;yes;;;;;flush;;;;;"40119";Hagetmau
-0.5916858;43.6528304005406;node/8579466923;toilettes_publiques;;;yes;yes;;;;yes;;;;;flush;;;;;"40119";Hagetmau
-0.601787;43.6609302005405;node/8579469239;toilettes_publiques;;;;yes;;;;yes;;;;;;;;;;"40119";Hagetmau
-0.3776474;46.297111500294;node/8579787819;toilettes_erp;L'Arche Comptoir;;;;;;;;;;;;;;;;;"79003";Aiffres
-0.9803642;43.7130605005398;node/8583022008;toilettes_publiques;;;no;yes;;;;yes;;;;;;;;;;"40063";Candresse
-1.1106759;43.7046651005399;node/8583024505;toilettes_publiques;;;;;;;;yes;;;;;;;;;;"40179";Mées
-1.7664296;43.3745148005419;node/8585427329;toilettes_publiques;;;yes;yes;;no;;yes;;;;;flush;;;;yes;"64260";Hendaye
-1.0747951;43.7122634005398;node/8585674665;toilettes_publiques;Toilettes Bois de Boulogne;Ville de Dax;yes;yes;;;;yes;;;;;flush;;;yes;;"40088";Dax
-1.1659871;44.07443590053;node/8586509207;toilettes_publiques;;;no;yes;;;;yes;;;;;;;;;;"40182";Mézos
-1.1676263;44.0763907005299;node/8586536252;toilettes_publiques;;;no;yes;;;;yee;;;;;;;;;;"40182";Mézos
-1.2425662;44.1451609005271;node/8586536722;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"40043";Bias
-0.7968517;43.7843424005385;node/8586818956;toilettes_publiques;;;;;24/7;no;;;;;;;;;;;;"40116";Gouts
0.7188082;45.1843814004496;node/858844851;toilettes_publiques;;;yes;yes;;no;;;;;;;;;;;;"24322";Périgueux
-1.404695;46.1823276003133;node/8589438162;toilettes_publiques;;;;;Mo-Su 12:00-12:00;;;;;;;;;;;;;"17051";Le Bois-Plage-en-Ré
-1.515883;46.256068100301;node/8589955127;toilettes_publiques;;;;;;;;;;;;;;;;;;"17286";Les Portes-en-Ré
-0.1712929;45.5966701004004;node/8591395066;toilettes_publiques;;;;;;;;;;;;;;;;;;"16343";Saint-Preuil
-0.394223;43.3236781005416;node/8593536747;toilettes_publiques;;;yes;yes;;no;;yes;;;;;;;;;;"64348";Lons
-1.2646952;43.5839505005414;node/8599108502;toilettes_publiques;;;limited;yes;;;;yes;;;;;;;;;;"40272";Saint-Martin-de-Hinx
-0.9935657;43.6717178005404;node/8602516607;toilettes_publiques;;;no;yes;;;;yes;;;;;;;;;;"40294";Saugnac-et-Cambran
-1.0463175;43.806071900538;node/8602534481;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"40114";Gourbera
-1.0487759;43.8043428005381;node/8602545649;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"40114";Gourbera
-1.1540312;43.6788146005403;node/8602550933;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"40244";Rivière-Saas-et-Gourby
-0.1824886;45.5569540004056;node/8605103730;toilettes_publiques;Lignières-Sotteville;;;;;;;;;;;;;;;;;"16186";Lignières-Ambleville
-1.099747;43.5349241005417;node/8606875200;toilettes_publiques;;;no;yes;;no;;yes;;;;;flush;;;;no;"40206";Oeyregave
-1.0997445;43.5349161005417;node/8606881620;toilettes_publiques;;;no;yes;;no;;;;;yes;;flush;;;;no;"40206";Oeyregave
-1.5174018;43.477251600542;node/8607025577;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5133223;43.4836608005419;node/8607025578;toilettes_publiques;;Commune d'Anglet;;yes;"Th,Su 08:00-13:00";no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5133543;43.4836803005419;node/8607025579;toilettes_publiques;;Commune d'Anglet;yes;yes;24/7;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5134039;43.483681400542;node/8607025580;toilettes_publiques;;Commune d'Anglet;yes;yes;"Th,Su 08:00-13:00";no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5115688;43.4835820005419;node/8607025581;toilettes_publiques;;Commune d'Anglet;;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5143309;43.4858739005419;node/8607025582;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5238771;43.4865547005419;node/8607025583;toilettes_publiques;;Commune d'Anglet;;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5110701;43.4934699005419;node/8607025584;toilettes_publiques;;Commune d'Anglet;;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5121316;43.5002267005419;node/8607025585;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5113295;43.5034174005419;node/8607025586;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5021065;43.5163997005418;node/8607025587;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5021219;43.5164369005418;node/8607025588;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.545057;43.4956986005419;node/8607025590;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5450295;43.4956916005419;node/8607025591;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5439953;43.4974901005419;node/8607025592;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5439825;43.4974799005419;node/8607025593;toilettes_publiques;;Commune d'Anglet;;yes;;no;no;;;;yes;;flush;;;yes;;"64024";Anglet
-1.5427421;43.4998231005419;node/8607025594;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;no;"64024";Anglet
-1.542769;43.4998350005419;node/8607025595;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;no;"64024";Anglet
-1.5428179;43.4997636005419;node/8607025596;toilettes_publiques;;Commune d'Anglet;no;yes;;no;no;;;;yes;;flush;;;yes;no;"64024";Anglet
-1.5406367;43.5006635005419;node/8607025597;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;no;"64024";Anglet
-1.5395067;43.5019947005419;node/8607025598;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;no;"64024";Anglet
-1.5386204;43.5035850005419;node/8607025599;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;no;"64024";Anglet
-1.5386149;43.5035961005419;node/8607025600;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;no;"64024";Anglet
-1.5367332;43.5060525005419;node/8607025601;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.536754;43.5060442005419;node/8607025602;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5367732;43.5060676005419;node/8607025603;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5367632;43.5060568005419;node/8607025604;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;;;;yes;;pitlatrine;;;yes;;"64024";Anglet
-1.5341304;43.5105501005419;node/8607025605;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;no;"64024";Anglet
-1.5341419;43.5105347005418;node/8607025606;toilettes_publiques;;Commune d'Anglet;no;yes;;no;no;yes;;;;;flush;;;yes;no;"64024";Anglet
-1.5341534;43.5105206005419;node/8607025607;toilettes_publiques;;Commune d'Anglet;no;yes;;no;no;yes;;;;;flush;;;yes;no;"64024";Anglet
-1.5310238;43.5141182005418;node/8607025608;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5310067;43.5141120005418;node/8607025609;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5254212;43.5207887005418;node/8607025610;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5253777;43.5208045005418;node/8607025611;toilettes_publiques;;Commune d'Anglet;;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5247117;43.5239113005418;node/8607025612;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5247007;43.5239325005418;node/8607025613;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;;"64024";Anglet
-1.5233366;43.5262082005418;node/8607025614;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;no;"64024";Anglet
-1.5233225;43.5262175005418;node/8607025615;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;no;"64024";Anglet
-1.5226566;43.5262324005418;node/8607025616;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;no;"64024";Anglet
-1.5226822;43.5262426005418;node/8607054617;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;no;"64024";Anglet
-1.5209658;43.5272345005418;node/8607054618;toilettes_publiques;;Commune d'Anglet;yes;yes;;no;no;yes;;;;;flush;;;yes;no;"64024";Anglet
-0.9164852;43.6511582005407;node/8610850147;toilettes_publiques;;;yes;yes;;;;;;yes;yes;;;;;;;"40084";Clermont
-0.9093267;43.6703771005404;node/8610858704;toilettes_publiques;;;limited;yes;;;;yes;;;;;;;;;;"40106";Garrey
-0.9288569;43.6825055005402;node/8610860345;toilettes_publiques;;;no;yes;;;;yes;;;;;;;;;;"40308";Sort-en-Chalosse
-0.6961701;43.7103231005398;node/8610860357;toilettes_publiques;;;no;;;;;;;;;;;;;yes;;"40249";Saint-Aubin
-0.8669632;43.6861808005402;node/8610989418;toilettes_publiques;;;yes;yes;;;;yes;;;;;flush;;;;yes;"40236";Poyartin
-0.8659799;43.6863054005402;node/8610989420;toilettes_publiques;;;yes;yes;;;;yes;;;;;flush;;;yes;;"40236";Poyartin
-0.6719977;43.7190611005397;node/8612027256;toilettes_publiques;;;yes;yes;;;;yes;;;;yes;;;;;;"40191";Montaut
-0.5987824;44.8539774004815;node/8617823795;toilettes_publiques;;;;;;;;;;;;;;;;;;"33063";Bordeaux
-1.1440616;45.3768495004279;node/861917141;toilettes_erp;;Elan;;;24/7;;;;;;;;;;;;;"33540";Vendays-Montalivet
-0.8759584;43.6634813005405;node/8620909239;toilettes_publiques;;;no;yes;;;;yes;;;;;flush;;;no;;"40216";Ozourt
0.0086652;43.9878487005331;node/8625982685;toilettes_publiques;;;yes;no;;;;yes;;;;;;;;;;"40102";Gabarret
-0.3084874;43.888181600536;node/8625983363;toilettes_publiques;;;no;yes;;;;yes;;;;;;;;;;"40331";Villeneuve-de-Marsan
-0.3071634;43.8940311005359;node/8625989420;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"40331";Villeneuve-de-Marsan
-1.2472166;43.9214468005351;node/8629403581;toilettes_publiques;;;no;yes;;;;yes;;;;;;;;;;"40155";Linxe
-1.2458155;43.9198808005352;node/8629413027;toilettes_publiques;;;no;yes;;;;yes;;;;;;;;;;"40155";Linxe
-0.6881648;46.2965697002941;node/8631374372;toilettes_publiques;;;;;;;;;;;;;;;;;;"79010";Arçais
-1.3395686;44.0388511005313;node/8631712390;toilettes_publiques;Toilettes publiques;;yes;yes;;no;;;;;;;;;;;;"40157";Lit-et-Mixe
-0.2892335;43.624800500541;node/8632413896;toilettes_publiques;;;;;;;;yes;;;;;;;;;;"40146";Latrille
-1.0363826;43.6429387005408;node/8632414455;toilettes_publiques;;;no;yes;;;;yes;;;;;;;;;;"40035";Bénesse-lès-Dax
-0.9956852;43.7450568005392;node/8632417107;toilettes_publiques;;;no;yes;;;;yes;;;;;;;;;;"40283";Saint-Vincent-de-Paul
-1.1416682;43.8032771005381;node/8632421748;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"40123";Herm
-0.2867816;43.626052700541;node/8632496965;toilettes_publiques;;;;;;;;yes;;;;;;;;;no;"40146";Latrille
-1.0726003;43.8724042005364;node/8635515983;toilettes_publiques;;;no;yes;;;;yes;;;;;;;;;;"40311";Taller
-1.262504;43.8940817005359;node/8635535404;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"40276";Saint-Michel-Escalus
-1.1446847;43.8833765005362;node/8635535467;toilettes_publiques;;;no;yes;;;;yes;;;;;;;;;;"40075";Castets
-1.3901806;43.5408939005417;node/8637926949;toilettes_publiques;;;yes;permissive;;no;;yes;;;;;flush;;;;no;"40273";Saint-Martin-de-Seignanx
-0.529433;46.6598447002285;node/8639779320;toilettes_publiques;;;;;;;;;;;;;;;;;;"79147";Largeasse
-1.0794497;43.6426851005408;node/8640004049;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"40125";Heugas
-0.80751;43.8306176005375;node/8640029008;toilettes_publiques;;;;yes;;;;yes;;;;;;;;;;"40313";Tartas
0.2978008;46.1499560003186;node/8643537820;toilettes_publiques;;;;;;;;;;;;;;;;;;"86078";Civray
0.2949132;46.1487277003188;node/8643540157;toilettes_publiques;;;;;;;;;;;;;;;;;;"86078";Civray
0.2971118;46.147329800319;node/8643540237;toilettes_publiques;;;;;;;;;;;;;;;;;;"86078";Civray
-0.9093358;43.757611900539;node/8643633682;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;no;"40237";Préchacq-les-Bains
