X;Y;osm_id;type;name;operator;wheelchair;access;opening_hours;fee;supervised;for_everyone;for_child;for_women;for_men;drinking_water;toilets_disposal;toilets_position;paper_supplied;handwashing;changing_table;com_insee;com_nom
-0.5077147;43.8948256005358;node/10000045035;toilettes_publiques;;;;;;;;;;;;;;;;;;"40192";Mont-de-Marsan
-0.5181598;43.8954567005358;node/10000045054;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"40192";Mont-de-Marsan
1.1281335;45.0304501004653;node/10004442481;toilettes_publiques;;;yes;;;no;;;;;;;;;;;;"24552";Thonac
-1.1192268;45.9610826003485;node/10009628818;toilettes_publiques;;;;;;;;;;;;;;;;;;"17484";Port-des-Barques
1.110413;44.8226478004842;node/10011269817;toilettes_publiques;;;yes;;;;;;;;;;pitlatrine;;;;;"24086";Castelnaud-la-Chapelle
-1.7381802;43.3309111005417;node/10012830209;toilettes_publiques;;;;;;;;;;;;;;;;;;"64130";Biriatou
-1.1044929;43.5456168005417;node/10012833208;toilettes_publiques;;;;;;;;;;;;;;;;;;"40224";Peyrehorade
-0.2076103;43.1249177005392;node/10012840747;toilettes_publiques;;;;;;;;;;;;;;;;;;"64339";Lestelle-Bétharram
-0.6237946;43.398413300542;node/10012851197;toilettes_publiques;;;;;;;;;;;;;;;;;;"64003";Abidos
-0.9245579;43.470155800542;node/10012853542;toilettes_publiques;;;;;;;;;;;;;;;;;;"64499";Salies-de-Béarn
-0.5062721;43.3352974005417;node/10012870445;toilettes_publiques;;;;;;;;;;;;;;;;;;"64037";Arbus
1.3224646;44.9744689004707;node/10013290026;toilettes_publiques;;;yes;yes;;no;;;;;;;flush;;;;no;"24516";Salignac-Eyvigues
-1.4236388;43.469231600542;node/10015221261;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"64407";Mouguerre
-1.4127868;46.2274099003058;node/10015681217;toilettes_publiques;;;;;;;;;;;;;;;;;;"17207";Loix
-1.4309539;46.1908226003119;node/10016061117;toilettes_publiques;;;;;;;;;;;;;;;;;;"17121";La Couarde-sur-Mer
1.4796846;46.0538218003341;node/10017626744;toilettes_publiques;;;;;;;;;;;;;;;;;;"87181";Saint-Sulpice-Laurière
-0.5174826;46.9318643001751;node/10017742586;toilettes_publiques;;;;;;;;;;;;;;;;;;"79242";Voulmentin
1.2020059;45.5105666004115;node/10027058837;toilettes_publiques;;;yes;;;;;;;;;;;;;;;"87187";Saint-Yrieix-la-Perche
-0.6557705;44.7609642004893;node/10032096527;toilettes_publiques;;;yes;yes;;no;;;;;;;;;;;;"33090";Canéjan
-0.3111349;45.8871459003596;node/10033980809;toilettes_publiques;;;;;;;;;;;;;;;;;;"17029";Bagnizeau
0.1631616;46.2103737003086;node/10039091847;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"86068";Chaunay
-0.370276;43.2917670005414;node/10044148982;toilettes_publiques;;;yes;;;;;yes;;;;;;;;;;"64445";Pau
-0.372872;43.2943655005414;node/10044222551;toilettes_publiques;;;;;24/7;;;;;;;;;;;;;"64445";Pau
-0.1723674;44.8084552004854;node/10047992151;toilettes_publiques;;;yes;yes;;no;;yes;;;;;flush;;;;no;"33375";Saint-Aubin-de-Branne
-0.6509488;44.8849684004788;node/10049129946;toilettes_erp;Centre B’;;yes;customers;"Mo-Th, Su 10:00-22:00; Fr, Sa 10:00-23:00";;;;;;;;;;;;;"33162";Eysines
0.1612946;45.6660096003911;node/10051043447;toilettes_publiques;;;;;;;;;;;;;;;;;;"16154";Gond-Pontouvre
0.171875;45.3872903004266;node/10051674459;toilettes_publiques;;;;;;;;;;;;;;;;;;"16170";Juignac
0.2135067;44.8418893004826;node/10053652564;toilettes_publiques;;;yes;yes;;no;;;;;;;flush;seated;;;no;"33402";Sainte-Foy-la-Grande
1.908153;46.3255535002891;node/10056563056;toilettes_publiques;;;;;;;;;;;;;;;;;;"23025";Bonnat
-1.5103971;43.446693700542;node/10063603495;toilettes_publiques;;;no;yes;;;;;;;yes;;;;;;;"64100";Bassussarry
0.688281;46.232308000305;node/10067125526;toilettes_publiques;;;;;;;;;;;;;;;;;;"86112";L'Isle-Jourdain
-1.0951788;45.983920900345;node/10069551584;toilettes_publiques;;;limited;customers;;;;;;;;;;;;;;"17168";Fouras
-0.5737967;45.2245505004452;node/10087294408;toilettes_publiques;;;;;;;;;;;;;;;;;;"33159";Étauliers
-0.639685;43.7824301005385;node/10091659467;toilettes_publiques;;;;;;;;;;;;;;;;;;"40076";Cauna
-1.4115954;43.7882612005384;node/10094730720;toilettes_publiques;;;;;;;;;;;;;;;;;;"40328";Vieux-Boucau-les-Bains
0.342957;46.5839675002427;node/1009700038;toilettes_publiques;;;yes;;;;;;;;;;;;;;;"86194";Poitiers
0.334264;46.5831109002429;node/1009700058;toilettes_publiques;;;yes;;Mo-Su 09:00-20:00;no;;;;;;;;;;;;"86194";Poitiers
1.2562314;46.2247867003062;node/10106566659;toilettes_publiques;;;;;;;;;;;;;;;;;;"87057";Dompierre-les-Églises
-0.0967655;44.9487689004731;node/10108626594;toilettes_publiques;;;yes;yes;;;;yes;;;;;flush;;;;no;"33261";Lussac
-0.6002074;42.9990197005365;node/10110806347;toilettes_publiques;;;;;;;;;;;;;;;;;;"64104";Bedous
-0.5994043;42.9746421005359;node/10110821230;toilettes_publiques;;;;;;no;;;;;;;;;;;;"64006";Accous
-0.595793;46.9458366001723;node/10127037535;toilettes_publiques;;;;permissive;;;;;;;;;;;;;;"79195";Nueil-les-Aubiers
0.0885314;44.3137460005191;node/10130792094;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"47052";Casteljaloux
0.1376587;45.7115984003849;node/10135837232;toilettes_publiques;;;;;;;;;;;;;;;;;;"16026";Balzac
0.2067668;46.3442180002859;node/10136463753;toilettes_publiques;;;;;;;;;;;;;;;;;;"86082";Valence-en-Poitou
1.2662387;45.8277453003684;node/10139371687;toilettes_publiques;Toilettes publiques;;;;;;;;;;;;;;;;;"87085";Limoges
-0.5936716;46.9460072001723;node/10142544649;toilettes_publiques;;;yes;;;;;;;;;;;;;;;"79195";Nueil-les-Aubiers
1.0744688;45.2648989004408;node/10146887980;toilettes_publiques;;;;customers;;;;;;;;;;;;;;"24555";Tourtoirac
1.2257514;44.7842276004874;node/10147304828;toilettes_erp;Restaurant Les Ventoulines;Village Vacance Les ventoulines;yes;customers;;;;;;;;;;;;;;"24152";Domme
-0.9580454;45.9302806003532;node/10153260706;toilettes_publiques;;;;customers;;;;yes;;;;;;;;;;"17299";Rochefort
-0.3720022;44.4602899005107;node/10156463009;toilettes_publiques;;;;;;;;;;;;;;;;;;"33547";Villandraut
1.2257644;44.7841248004874;node/10158947879;toilettes_erp;Les Ventoulines - Accueil;;yes;customers;;;;;;;;;;;;;;"24152";Domme
-0.9456912;45.5559390004057;node/10161934417;toilettes_publiques;;;;;;no;;;;;;;;;;;;"17230";Meschers-sur-Gironde
1.3967653;46.159789200317;node/10162546243;toilettes_publiques;;;yes;yes;;;;yes;;;;;flush;;;;no;"87068";Fromental
-0.5897313;46.7213886002167;node/10178703492;toilettes_publiques;;;;;;;;;;;;;;;;;;"79179";Moncoutant-sur-Sèvre
1.5451494;45.7860100003744;node/10183427050;toilettes_publiques;;;yes;yes;24/7;;;yes;;;;yes;flush;;;;;"87142";Saint-Denis-des-Murs
1.5365969;45.7688199003768;node/10183427052;toilettes_publiques;;;;yes;Mar-Nov;;;yes;;;;;;;;;;"87142";Saint-Denis-des-Murs
1.5705002;45.7633940003776;node/10183427063;toilettes_publiques;;;;yes;;;;yes;;;;yes;;;;;;"87093";Masléon
1.6150424;45.9093829003563;node/10183427109;toilettes_publiques;;;;yes;24/7;;;yes;;;;yes;;;;;;"87190";Sauviat-sur-Vige
1.1662837;46.2148849003079;node/10184642666;toilettes_publiques;;;;yes;;;;;;;;;flush;;;;;"87089";Magnac-Laval
1.6477753;45.8328104003676;node/10185636069;toilettes_publiques;;;yes;;;;;yes;;;;;;;;;;"87043";Cheissoux
-0.6523779;43.3919532005419;node/10186707070;toilettes_publiques;;;;;;;;;;;;;;;;;;"64301";Lagor
-0.8373496;45.7429934003805;node/10188647211;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"17030";Balanzac
-0.0362193;44.8532949004816;node/10196147117;toilettes_publiques;;;;;;;;;;;;;;;;;;"33108";Castillon-la-Bataille
1.6266313;45.795860000373;node/10197206872;toilettes_publiques;;;;yes;;;;yes;;;;;;;;;no;"87024";Bujaleuf
1.6312784;45.7974763003727;node/10197206875;toilettes_publiques;;;;;;;;yes;;;;;;;;;no;"87024";Bujaleuf
1.5831406;45.6304901003959;node/10197335510;toilettes_publiques;;;;yes;24/7;;;yes;;;;;;;;;;"87051";La Croisille-sur-Briance
-0.6060662;43.0765066005383;node/10198283620;toilettes_publiques;;;;;;;;;;;;;;;;;;"64206";Escot
-0.9060885;43.2077815005405;node/10199354417;toilettes_publiques;;;;;;;;;;;;;;;;;;"64231";Garindein
-0.9652683;43.1964326005403;node/10209335817;toilettes_publiques;;;;permissive;;;;;;;;;;;;;;"64411";Musculdy
-0.3702602;46.297003100294;node/10217153559;toilettes_publiques;;;;;;no;;;;;;yes;;;;;;"79355";Vouillé
-0.3780579;43.6405653005408;node/10221753481;toilettes_publiques;;;no;yes;;no;;yes;;;;;flush;;;;no;"40110";Geaune
-0.4380504;45.4529370004187;node/10223538523;toilettes_publiques;;;;;;;;;;;;;;;;;;"17197";Jonzac
-1.6983612;43.3627047005418;node/10238247610;toilettes_publiques;;;;;;;;;;;;;;;;;;"64545";Urrugne
0.1212732;44.6924747004947;node/10249258310;toilettes_publiques;;;;;;;;;;;;;;;;;;"47236";Sainte-Colombe-de-Duras
0.1635525;46.2059689003094;node/10271748520;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"86068";Chaunay
-0.5174522;45.9450330003509;node/10284263386;toilettes_erp;Bangkok d'Angély;;no;;Tu-Sa 09:00-20:00;;;;;;;;;;;;no;"17347";Saint-Jean-d'Angély
-1.3699375;46.2059247003094;node/10285998036;toilettes_publiques;;;;;;no;;;;;;;;;;;;"17369";Saint-Martin-de-Ré
0.5078076;44.1984871005248;node/10289455005;toilettes_publiques;;;;;;;;;;;;;;;;;;"47238";Sainte-Colombe-en-Bruilhois
0.5390833;45.0205439004663;node/10294266221;toilettes_publiques;;;;yes;;;;yes;;;;;;;;;no;"24581";Villamblard
0.5474047;45.2781179004393;node/10296649810;toilettes_publiques;;;;;;no;;;;no;yes;;flush;;;;no;"24243";Lisle
0.5474586;45.2780925004393;node/10296649813;toilettes_publiques;;;no;;;no;;;;;;;flush;;;;no;"24243";Lisle
-1.337887;46.0118091003407;node/10298207109;toilettes_publiques;;;;;;;;;;;;;;;;;;"17486";La Brée-les-Bains
-0.8395281;43.1906349005402;node/10299261784;toilettes_publiques;;;;;;;;;;;;;;;;;;"64468";Roquiague
1.2687433;45.7570977003785;node/10299261807;toilettes_erp;Air de camping-car de Solignac - Stade Raymond Breuil;La commune de Solignac;;;;no;;;;;;;;;;;;"87192";Solignac
-1.4345842;46.1931515003115;node/1036343566;toilettes_publiques;;;;;;;;;;;;;;;;;;"17121";La Couarde-sur-Mer
-1.4386442;46.1950794003112;node/1036509838;toilettes_publiques;;;yes;;;no;;;;;;;;;;;;"17121";La Couarde-sur-Mer
-1.4366888;46.1937924003114;node/1036509840;toilettes_publiques;;;;;;;;;;;;;;;;;;"17121";La Couarde-sur-Mer
-1.1420624;45.0974347004586;node/1042872418;toilettes_publiques;;;;;;;;;;;;;;;;;;"33097";Carcans
-1.1411505;45.0893767004595;node/1042950441;toilettes_publiques;;;;;;;;;;;;;;;;;;"33097";Carcans
-1.1884868;45.08458920046;node/1051465744;toilettes_publiques;;;;;;;;;;;;;;;;;;"33097";Carcans
0.0534583;44.0524543005308;node/10548845954;toilettes_publiques;;;;;;;;;;;;;;;;;;"40242";Rimbez-et-Baudiets
-0.5729153;43.760332500539;node/10557328120;toilettes_publiques;;;yes;yes;;;;;;;;;;;;;;"40282";Saint-Sever
1.044043;44.9685561004712;node/10565045089;toilettes_publiques;;;;;;;;yes;;;;;;;;;;"24559";Tursac
-0.4351789;43.3312928005417;node/10582255071;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;no;"64335";Lescar
1.5481297;45.6651464003912;node/10596524982;toilettes_publiques;;;no;yes;;;;yes;;;;yes;;;;;;"87170";Saint-Méard
-1.3150947;43.8869750005361;node/10596924081;toilettes_publiques;;;;;;;;;;;;;dry_toilet;;;;;"40150";Léon
-1.0714715;43.2558378005411;node/10599971917;toilettes_publiques;;;no;yes;;;;;;;;;;;;;;"64437";Ostabat-Asme
-0.0032988;47.1130658001378;node/10607727841;toilettes_publiques;;;;;;;;;;;;;;;;;;"86206";Raslay
-0.9545114;45.9435220003512;node/10628505636;toilettes_erp;Le Labo;le Clos;designated;customers;;;;;;;;;;;;;;"17299";Rochefort
0.0076436;45.6695266003906;node/10632921243;toilettes_publiques;;;;;24/7;;;;;;;;;;;;;"16163";Hiersac
0.0036925;45.6688815003907;node/10632950528;toilettes_publiques;;;;;24/7;;;;;;;;;;;;;"16163";Hiersac
0.707288;45.1882144004492;node/10636686405;toilettes_publiques;;;;;;;;;;;;;;;;;;"24322";Périgueux
0.718637;45.1830917004497;node/10636686406;toilettes_publiques;;;;;;;;;;;;;;;;;;"24322";Périgueux
-0.0591639;44.8471812004821;node/10647539005;toilettes_publiques;;;;;;;;;;;;;;;;;;"33437";Saint-Magne-de-Castillon
-1.0147212;43.70209450054;node/10649572132;toilettes_publiques;;;;customers;;;;;;;;;;;;;;"40202";Narrosse
0.0586081;44.6933434004946;node/10655809569;toilettes_publiques;;;no;yes;;no;;;;;;;flush;seated;;yes;no;"33400";Saint-Ferme
-0.4171461;46.8219685001971;node/10673254351;toilettes_publiques;;;;;;;;;;;;;;;;;;"79049";Bressuire
-1.3245682;46.1800570003137;node/10677805196;toilettes_publiques;;;yes;yes;;;;;;;;;;;;;;"17161";La Flotte
-0.5220409;45.891697200359;node/10679918892;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"17022";Asnières-la-Giraud
-0.369136;43.3008414005415;node/10681945237;toilettes_publiques;;;;;;;;;;;;;;;;;;"64445";Pau
1.8739166;45.3717424004285;node/1069254245;toilettes_publiques;;;;;;;;;;;;;;;;;;"19062";Corrèze
-0.2715535;43.5605851005416;node/10695484887;toilettes_publiques;;Halle de Garlin;yes;;;;;;;;;;;;;;;"64233";Garlin
-0.3873934;43.402981600542;node/10699884618;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"64511";Sauvagnon
-0.8837787;43.2213703005407;node/1071028801;toilettes_publiques;;;yes;;;no;;;;;;;;;;;no;"64371";Mauléon-Licharre
-0.4961161;46.8388035001938;node/10711808942;toilettes_publiques;;;yes;yes;;;;;;;;;;;;;;"79049";Bressuire
-1.151717;44.2245826005236;node/10716515933;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"40278";Saint-Paul-en-Born
-1.1667159;44.07517430053;node/10723712688;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"40182";Mézos
1.5715164;45.8323073003677;node/10726063049;toilettes_publiques;;;no;yes;;;;yes;;;;;flush;;;;no;"87035";Champnétery
-0.8616811;45.9278940003535;node/10734575856;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"17075";Cabariot
-0.3612097;43.3065420005415;node/10738075865;toilettes_publiques;;;;;;no;;yes;;;;;;;;;;"64445";Pau
1.5644279;45.8766162003612;node/10741045316;toilettes_publiques;;;no;yes;;;;yes;;;;;flush;;;;no;"87099";Moissannes
1.4750155;45.7079727003853;node/10741045321;toilettes_publiques;;;no;yes;;;;yes;;;;;flush;;;;no;"87138";Saint-Bonnet-Briance
1.5418034;45.7822616003749;node/10741045324;toilettes_publiques;;;yes;yes;;;;yes;;;;;pitlatrine;;;;no;"87142";Saint-Denis-des-Murs
0.1622799;45.0094882004673;node/10742022761;toilettes_erp;Snack Guercif & MB;;limited;;Mo-Su 11:00-24:00;;;;;;;;;;;;;"24294";Montpon-Ménestérol
-1.6609683;43.3978045005419;node/10743135389;toilettes_publiques;;;;;;;;;;;;;;;;;;"64483";Saint-Jean-de-Luz
-0.2680777;43.7227870005396;node/10744720373;toilettes_publiques;;;;;;;;;;;;;;;;;;"40001";Aire-sur-l'Adour
-0.304722;45.5201024004103;node/10744775906;toilettes_publiques;;;;;;no;;;;;;;;;;;;"17016";Archiac
0.2028075;46.0283065003381;node/10746712005;toilettes_publiques;Toilettes;;;;;;;;;;;;;;;;;"16292";Ruffec
-1.0349395;43.0365039005374;node/10749046650;toilettes_publiques;;Chalets d'Iraty;yes;yes;;;;;;yes;yes;yes;;;;;yes;"64316";Larrau
0.3993047;44.6678580004965;node/10750626894;toilettes_publiques;Toilette;;;;;;;;;;;;;;;;;"24167";Eymet
0.0111226;43.9848118005332;node/10753881270;toilettes_publiques;Toilettes;;;;;;;;;;;;;;;;;"40102";Gabarret
-0.5949847;44.8335849004833;node/10758590911;toilettes_publiques;;;;;;;;;;;;;;;;;;"33063";Bordeaux
-0.7661995;45.8699853003622;node/10759161256;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"17171";Geay
-0.6831469;45.8796413003608;node/10759262060;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"17252";Le Mung
-0.7042179;45.8478494003654;node/10759326358;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"17134";Crazannes
-1.2674245;43.3688433005419;node/10760947605;toilettes_publiques;;;;;24/7;;;;;;;;;;;;;"64134";Bonloc
-0.2604609;43.1785388005401;node/10765755565;toilettes_publiques;;;;yes;;;;yes;;;;;;;;;no;"64417";Nay
-0.263302;43.1799976005401;node/10765765204;toilettes_publiques;;;;yes;;;;yes;;;;;;;;;;"64417";Nay
0.8678111;46.4250310002716;node/10765833209;toilettes_publiques;;;;yes;;;;yes;;;;;;;;;;"86165";Montmorillon
-0.1966277;45.3584189004301;node/10768810001;toilettes_publiques;;;;;;;;;;;;;;;;;;"16384";Touvérac
1.8795355;46.1740797003147;node/10783668591;toilettes_publiques;;;yes;yes;;;;;;;;;;;;;;"23096";Guéret
0.4693584;45.1011357004583;node/10785036303;toilettes_publiques;;;;;;no;;;;;;;;;;;;"24309";Neuvic
2.1217467;45.8115261003707;node/10789877806;toilettes_publiques;;;yes;;;no;;;;;;;;;;;no;"23091";Gioux
0.4870107;44.8528753004816;node/10793747038;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"24037";Bergerac
0.4825495;44.8537024004816;node/10793777390;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"24037";Bergerac
-1.2309809;43.2570070005411;node/10794934205;toilettes_publiques;;;;;;;;;;;;;;;;;;"64273";Irissarry
-0.6496624;44.7808276004877;node/10795952933;toilettes_erp;Total;;;;24/7;;;;;;;;;;;;;"33318";Pessac
-0.6349078;44.837227700483;node/10797200955;toilettes_publiques;;;limited;yes;;;;yes;;;;;pitlatrine;;;no;no;"33281";Mérignac
1.6489908;45.6637278003914;node/10798901739;toilettes_publiques;;;;;;;;;;;;;;;;;;"87194";Sussac
1.650891;45.6617497003917;node/10798901744;toilettes_publiques;;;;;;;;;;;;;;;;;;"87194";Sussac
0.4883734;44.8571026004812;node/10802514587;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"24037";Bergerac
-1.2993107;44.2052871005245;node/10802729206;toilettes_publiques;;;;;;;;;;;;;;;;;;"40184";Mimizan
1.1748362;46.0091971003411;node/10808117942;toilettes_publiques;;;yes;yes;;;;yes;;;;;flush;;;;no;"87103";Nantiat
1.2171506;45.8083134003712;node/10814650943;toilettes_publiques;;;;;;;;yes;;;;;;;;;;"87075";Isle
1.304082;45.1294230004554;node/10815277013;toilettes_publiques;;;;public;;no;;;;;;;;;yes;;;"24547";Terrasson-Lavilledieu
-0.9659546;44.6374280004988;node/10816020632;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"33051";Biganos
1.0170841;45.2475613004427;node/10816366814;toilettes_publiques;;;yes;public;;;;;;;;;;;no;yes;;"24401";Sainte-Eulalie-d'Ans
0.471016;45.1068191004577;node/10816974554;toilettes_publiques;;;;;;;;;;;;;;;;;;"24309";Neuvic
-0.8022464;44.6762973004959;node/10821437042;toilettes_publiques;;;;;;;;;;;;;;;;;;"33284";Mios
1.4291011;45.8482458003654;node/10822180129;toilettes_publiques;;;no;yes;;;;yes;;;;yes;flush;;;;;"87129";Royères
-0.6258188;44.9541023004726;node/10824335814;toilettes_publiques;;;yes;customers;;;;yes;;;;;flush;;;;;"33322";Le Pian-Médoc
0.8691792;44.9428355004736;node/10824497370;toilettes_publiques;;;;;;;;yes;;;;yes;;;;;;"24377";Saint-Avit-de-Vialard
-0.3946148;45.2691212004403;node/10827041089;toilettes_publiques;;;;;;;;;;;;;;;;;;"17240";Montendre
-1.1333089;44.8046513004857;node/10828114746;toilettes_publiques;;;yes;;;;;;;;;;;;no;yes;;"33236";Lège-Cap-Ferret
-1.0563387;43.1935537005403;node/10837185205;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;yes;no;"64487";Saint-Just-Ibarre
1.4588604;45.8548064003644;node/10837199556;toilettes_publiques;;Moulin du Got;yes;customers;;;;yes;;;;;flush;;;;yes;"87161";Saint-Léonard-de-Noblat
-0.2169424;46.9792899001655;node/10839979006;toilettes_publiques;;;yes;yes;;no;;;;;;;flush;;;;;"79329";Thouars
-1.20284;43.474945100542;node/10840250206;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;;"64094";Bardos
-1.121199;44.2409199005228;node/10841786705;toilettes_publiques;;;yes;yes;;no;;;;yes;yes;;;;;;no;"40229";Pontenx-les-Forges
-0.9914078;45.5947442004006;node/1084615284;toilettes_publiques;;;no;;;no;;;;;;;;;;;no;"17333";Saint-Georges-de-Didonne
-0.99257;45.5973515004003;node/1084615314;toilettes_publiques;;;;;;;;;;;;;;;;;;"17333";Saint-Georges-de-Didonne
-1.0612157;45.5432503004073;node/10847192270;toilettes_publiques;;;;;;;;;;;;;;;;;;"33544";Le Verdon-sur-Mer
1.1506234;44.9089791004767;node/10850705672;toilettes_erp;Camping Le Ventajol;;;;07:30-20:30;;;;;;;;;;;;;"24366";Saint-André-d'Allas
1.1630085;44.8674850004804;node/10851995358;toilettes_erp;Lo Gorissado;;;;Apr 10 - Sep 25;;;;;;;;;;;;;"24366";Saint-André-d'Allas
1.183345;44.8493211004819;node/10852472840;toilettes_erp;Camping motard Le relais des Sources;;;;;;;;;;;;;;;;;"24577";Vézac
1.0871208;44.8882581004785;node/10852627802;toilettes_erp;La Ferme du Colombier;;;;;;;;;;;;;;;;;"24087";Castels et Bézenac
-1.4650408;43.5033281005419;node/10858124685;toilettes_publiques;;;no;yes;;no;;yes;;;;;flush;seated;;;;"64102";Bayonne
-1.4566874;43.400181600542;node/10862210683;toilettes_publiques;;;;yes;;;;;;;;;flush;;;;;"64547";Ustaritz
-0.6327499;45.7476523003798;node/10863784682;toilettes_publiques;;;;;;;;yes;;;;;;;;;;"17415";Saintes
-0.6148194;44.7736828004883;node/10869025840;toilettes_publiques;;;;;;;;;;;;;;;;;;"33192";Gradignan
1.0824497;45.3103629004356;node/10870501105;toilettes_publiques;;;limited;yes;;no;no;;;;;;bucket;seated;;no;;"24493";Saint-Raphaël
-0.3571512;43.2866477005413;node/10872941027;toilettes_publiques;;;;;;no;;yes;;;;;;;;;;"64132";Bizanos
-1.1984361;44.5975258005016;node/10873098105;toilettes_publiques;;;;;;;;;;;;;;;;;;"33529";La Teste-de-Buch
1.1056252;46.041730300336;node/10875137174;toilettes_publiques;;;;;;;;;;;;;flush;;;;;"87022";Breuilaufa
1.5495654;45.5430572004074;node/10875952105;toilettes_publiques;;;no;yes;;no;no;;;;;;bucket;seated;;no;;"19104";Lamongerie
1.5494434;45.5429592004074;node/10875952405;toilettes_publiques;;;no;yes;;no;no;;;;;;bucket;seated;;no;;"19104";Lamongerie
1.5485445;45.5442752004072;node/10875962805;toilettes_publiques;;;yes;yes;;no;no;;;;;;flush;seated;;yes;;"19104";Lamongerie
-0.5659529;45.911682100356;node/10876568637;toilettes_publiques;;;;;;;;yes;;;;;;;;;no;"17226";Mazeray
0.1166046;46.4295247002709;node/10879144606;toilettes_publiques;;;;;;;;;;;;;;;;;;"86139";Lusignan
-0.043835;45.5984876004001;node/10883022605;toilettes_publiques;;;;;;;;;;;;;;;;;;"16090";Châteauneuf-sur-Charente
-1.5109338;43.4935683005419;node/10886479118;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"64024";Anglet
1.1264034;45.3207052004345;node/10889201129;toilettes_publiques;;;;;;;;;;;;;;;;;;"24009";Anlhiac
-0.5296565;45.9553862003494;node/10889977099;toilettes_publiques;;;yes;yes;;no;;yes;;;;;;"seated;urinal";;yes;no;"17347";Saint-Jean-d'Angély
-0.3736353;43.2960557005414;node/10889995323;toilettes_publiques;;;yes;yes;;;;yes;;;;;;;;;no;"64445";Pau
-1.3444229;46.1876725003124;node/10893836708;toilettes_publiques;;;;customers;;;;;;;;;flush;;;;;"17161";La Flotte
-0.6317764;44.8031333004858;node/10894212706;toilettes_publiques;;;;;;;;;;;;;;;;;;"33318";Pessac
1.3967453;46.159794100317;node/10895536298;toilettes_publiques;;;yes;;;;;;;;;;;;;;;"87068";Fromental
1.0781401;45.8587149003638;node/10899882280;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"87188";Saint-Yrieix-sous-Aixe
1.8811324;45.4559295004183;node/10899997718;toilettes_publiques;;;;yes;;;;;;;;;;;;;;"19051";Chaumeil
0.6820737;45.8721967003619;node/10900940273;toilettes_erp;Elan;;;;24/7;;;;;;;;;;;;;"16134";Exideuil-sur-Vienne
0.681648;46.2771913002974;node/10908143206;toilettes_publiques;;;;;;;;;;;;;;;;;;"86171";Moussac
-0.9606359;45.9451006003509;node/10909833447;toilettes_publiques;;;yes;;;no;;;;;;;;;;;;"17299";Rochefort
-0.326419;44.9457183004733;node/10911219560;toilettes_publiques;Toilettes publiques et robinet externe;;;;;;;;;;;;;;;;;"33414";Saint-Germain-de-la-Rivière
-1.1056732;46.1115054003249;node/10913202399;toilettes_publiques;;;yes;;;no;;;;;;;;;;;;"17010";Angoulins
-1.1452421;46.1529954003181;node/10913395022;toilettes_publiques;;;yes;;;no;;;;;;;;;;;;"17300";La Rochelle
1.3009378;45.1252328004558;node/10914201205;toilettes_publiques;;;;;;no;;;;;;;;;;;;"24547";Terrasson-Lavilledieu
1.8397128;45.4847610004147;node/10914348763;toilettes_publiques;;;yes;yes;;;;;;;;no;pitlatrine;;;no;;"19281";Veix
-0.6264805;45.2477788004427;node/10915556038;toilettes_publiques;;;;;;;;;;;;;;;;;;"33073";Braud-et-Saint-Louis
2.0625127;45.4213481004226;node/10916271638;toilettes_publiques;;;yes;yes;24/7;no;;;;;;;;;;;no;"19073";Égletons
2.0632171;45.4215357004225;node/10916287803;toilettes_publiques;;;no;yes;24/7;no;;;;;;;;squat;yes;no;no;"19073";Égletons
-0.262044;44.2626739005217;node/1091860770;toilettes_publiques;;;;yes;;no;;;;;;;;;;;;"33095";Captieux
-0.9566916;45.938040200352;node/10927072481;toilettes_publiques;;;yes;;Mo-Su 08:00-18:00;no;;;;;;;;;;;;"17299";Rochefort
0.6873299;46.1898823003121;node/10927978303;toilettes_publiques;;;;;;;;;;;;;;;;;;"86159";Millac
0.6610716;46.1225578003231;node/10928005191;toilettes_publiques;;;;;;;;;;;;;;;;;;"86015";Availles-Limouzine
0.6414191;46.4936446002593;node/10928016589;toilettes_publiques;;;;;;;;;;;;;;;;;;"86233";Valdivienne
0.5973443;46.6044472002389;node/10936484176;toilettes_publiques;;;;;;;;;;;;;;;;;;"86031";Bonnes
