COLL_NOM;COLL_SIRET;ID;TITRE;DESCRIPTION;THEME;PRODUCTEUR_NOM;PRODUCTEUR_SIRET;COUV_SPAT_MAILLE;COUV_SPAT_NOM;COUV_TEMP_DEBUT;COUV_TEMP_FIN;DATE_PUBL;FREQ_MAJ;DATE_MAJ;MOTS_CLES;LICENCE;NOMBRE_RESSOURCES;FORMAT_RESSOURCES;URL
Nouvelle-Aquitaine;75;osm-toilets-75;Toilettes de Nouvelle-Aquitaine (OpenStreetMap);"Toilettes publiques ou dans des établissements recevant du public issues d'OpenStreetMap (amenity=toilets ou toilets=yes, avec access!=private)";Infrastructures;OpenStreetMap;;Infracommunale;Nouvelle-Aquitaine;2008-01-01;2023-07-04;;Ponctuelle;2023-07-04;"scdl;infrastructures;toilettes;wc";Open Database License-ODBL;1;csv;https://geodatamine.fr/data/toilets/-3792880?format=csv&aspoint=true&metadata=true
