COLL_NOM;COLL_SIRET;ID;TITRE;DESCRIPTION;THEME;PRODUCTEUR_NOM;PRODUCTEUR_SIRET;COUV_SPAT_MAILLE;COUV_SPAT_NOM;COUV_TEMP_DEBUT;COUV_TEMP_FIN;DATE_PUBL;FREQ_MAJ;DATE_MAJ;MOTS_CLES;LICENCE;NOMBRE_RESSOURCES;FORMAT_RESSOURCES;URL
Nouvelle-Aquitaine;75;osm-restaurant-75;Restauration de Nouvelle-Aquitaine (OpenStreetMap);"Restaurants, bars et cafés issus d'OpenStreetMap (amenity=bar|biergarten|cafe|fast_food|food_court|ice_cream|pub|restaurant)";Tourisme;OpenStreetMap;;Infracommunale;Nouvelle-Aquitaine;2008-01-01;2023-07-04;;Ponctuelle;2023-07-04;"scdl;tourisme;restaurant;bar;bistro;cafe";Open Database License-ODBL;1;csv;https://geodatamine.fr/data/restaurant/-3792880?format=csv&aspoint=true&metadata=true
