COLL_NOM;COLL_SIRET;ID;TITRE;DESCRIPTION;THEME;PRODUCTEUR_NOM;PRODUCTEUR_SIRET;COUV_SPAT_MAILLE;COUV_SPAT_NOM;COUV_TEMP_DEBUT;COUV_TEMP_FIN;DATE_PUBL;FREQ_MAJ;DATE_MAJ;MOTS_CLES;LICENCE;NOMBRE_RESSOURCES;FORMAT_RESSOURCES;URL
Nouvelle-Aquitaine;75;osm-hosting-75;Hébergement touristique de Nouvelle-Aquitaine (OpenStreetMap);"Hébergements touristiques issus d'OpenStreetMap (tourism=hotel|chalet|guest_house|apartment|hostel|motel|wilderness_hut|alpine_hut|camp_site|caravan_site)";Tourisme;OpenStreetMap;;Infracommunale;Nouvelle-Aquitaine;2008-01-01;2023-07-04;;Ponctuelle;2023-07-04;"scdl;tourisme;hotel;chalet;camping;camping-car;chambre-d-hotes";Open Database License-ODBL;1;csv;https://geodatamine.fr/data/hosting/-3792880?format=csv&aspoint=true&metadata=true
